0.00,6.375538,20.18777
10.00,17.58475,19.93908
20.00,29.90451,20.02194
30.00,37.86758,19.35934
43.00,55.75106,20.10485
53.00,66.5141,19.8562
63.00,78.50251,19.93908
73.00,88.49585,19.6574
83.00,100.9282,19.93908
93.00,112.6282,19.93908
103.00,125.4123,20.10485
113.00,139.8558,20.43667
123.00,150.4511,19.93908
133.00,162.3069,19.93908
144.00,175.7842,20.02194
154.00,186.8293,19.8562
164.00,198.8011,19.93908
174.00,211.0546,20.02194
184.00,223.6398,20.10485
194.00,235.5286,20.02194
204.00,247.1192,19.93908
214.00,258.8921,19.93908
224.00,272.1903,20.18777
234.00,283.3497,19.93908
244.00,295.6695,20.02194
254.00,307.227,19.93908
264.00,318.486,19.8562
275.00,331.6153,19.93908
285.00,344.3843,20.10485
295.00,360.3722,20.68575
305.00,369.8557,19.8562
315.00,382.9881,20.10485
325.00,394.33,19.93908
335.00,406.6332,20.02194
345.00,417.6768,19.8562
355.00,429.1347,19.8562
365.00,440.5594,19.8562
375.00,451.9842,19.8562
385.00,463.409,19.8562
396.00,475.1039,19.72366
406.00,487.3583,19.93908
416.00,498.1469,19.78994
426.00,510.2611,19.93908
436.00,521.0629,19.78994
446.00,533.1772,19.93908
456.00,543.9791,19.78994
466.00,556.6071,20.02194
476.00,568.6484,20.02194
486.00,579.7086,19.8562
499.00,595.2035,19.93908
509.00,607.4608,20.02194
519.00,619.0183,19.93908
529.00,630.7912,19.93908
539.00,642.5475,19.93908
549.00,653.79,19.8562
559.00,665.2314,19.8562
569.00,676.6562,19.8562
579.00,687.6702,19.78994
589.00,697.6108,19.59115
600.00,711.3416,19.93908
610.00,723.0347,19.93908
620.00,733.8663,19.78994
630.00,745.9807,19.93908
640.00,758.2208,20.02194
650.00,769.2645,19.8562
660.00,780.7224,19.8562
670.00,792.1472,19.8562
680.00,804.0859,19.93908
690.00,815.3118,19.8562
700.00,829.3234,20.27075
711.00,840.9033,19.8562
721.00,851.9927,19.78994
731.00,863.1657,19.78994
741.00,876.278,20.10485
751.00,886.271,19.72366
761.00,898.0636,19.8562
771.00,909.4619,19.8562
781.00,923.4569,20.27075
791.00,935.4285,20.10485
801.00,946.8533,19.93908
811.00,958.1289,19.8562
821.00,969.1595,19.78994
832.00,982.9755,20.02194
842.00,995.0211,20.02194
852.00,1000,20.10485
862.00,1000,19.78994
872.00,1000,19.93908
882.00,1000,19.78994
892.00,1000,19.93908
902.00,1000,19.93908
912.00,1000,19.8562
922.00,1000,19.93908
932.00,1000,19.8562
943.00,1000,19.78994
953.00,1000,20.02194
963.00,1000,19.93908
973.00,1000,19.8562
985.00,1000,19.8562
995.00,1000,19.78994
1006.00,1000,19.8562
1016.00,1000,19.8562
1026.00,1000,19.93908
1036.00,1000,20.10485
1046.00,1000,20.02194
1056.00,1000,20.18777
1066.00,1000,19.78994
1076.00,1000,19.8562
1086.00,1000,19.78994
1096.00,1000,19.93908
1107.00,1000,19.8562
1117.00,1000,19.93908
1127.00,1000,20.10485
1137.00,1000,20.02194
1147.00,1000,20.27075
1157.00,1000,19.8562
1167.00,1000,19.72366
1177.00,1000,19.78994
1187.00,1000,19.8562
1197.00,1000,19.6574
1208.00,1000,19.78994
1218.00,1000,19.8562
1228.00,1000,19.8562
1238.00,1000,19.72366
1248.00,1000,19.78994
1258.00,1000,19.8562
1268.00,1000,20.02194
1278.00,1000,19.52493
1288.00,1000,20.02194
1298.00,1000,19.8562
1309.00,1000,20.02194
1319.00,1000,19.8562
1329.00,1000,20.02194
1339.00,1000,20.27075
1349.00,1000,19.78994
1359.00,1000,19.8562
1369.00,1000,19.78994
1379.00,1000,20.10485
1389.00,1000,19.6574
1400.00,1000,19.8562
1410.00,1000,19.8562
1420.00,1000,19.78994
1430.00,1000,19.78994
1440.00,1000,19.8562
1450.00,1000,19.72366
1460.00,1000,19.93908
1473.00,1000,19.35934
1483.00,1000,19.8562
1493.00,1000,19.8562
1503.00,1000,19.93908
1513.00,1000,19.6574
1523.00,1000,19.8562
1533.00,1000,19.72366
1544.00,1000,20.02194
1554.00,1000,19.59115
1564.00,1000,19.8562
1574.00,1000,19.93908
1584.00,1000,20.35366
1594.00,1000,20.27075
1604.00,1000,19.93908
1614.00,1000,19.8562
1624.00,1000,19.59115
1635.00,1000,19.72366
1645.00,1000,19.78994
1655.00,1000,19.8562
1665.00,1000,19.78994
1675.00,1000,19.78994
1685.00,1000,19.93908
1695.00,1000,19.72366
1705.00,1000,20.10485
1715.00,1000,19.78994
1726.00,1000,19.8562
1736.00,1000,19.6574
1746.00,1000,19.35934
1756.00,1000,19.93908
1766.00,1000,20.02194
1776.00,1000,19.6574
1786.00,1000,19.8562
1796.00,1000,19.59115
1806.00,1000,19.72366
1817.00,1000,19.72366
1827.00,1000,19.8562
1837.00,1000,19.52493
1847.00,1000,19.59115
1857.00,1000,20.18777
1867.00,1000,19.78994
1877.00,1000,19.93908
1887.00,1000,19.8562
1897.00,1000,19.93908
1907.00,1000,20.18777
1917.00,1000,20.10485
1927.00,1000,20.02194
1937.00,1000,19.59115
1947.00,1000,19.72366
1960.00,1000,19.78994
1970.00,1000,19.8562
1980.00,1000,20.10485
1990.00,1000,19.8562
2000.00,1000,20.10485
2010.00,1000,19.6574
2021.00,1000,21.01818
2031.00,1000,20.02194
2041.00,1000,19.78994
2051.00,1000,19.35934
2061.00,1000,19.72366
2071.00,1000,19.78994
2081.00,1000,19.8562
2091.00,1000,19.72366
2101.00,1000,19.59115
2111.00,1000,19.78994
2121.00,1000,19.72366
2131.00,1000,19.8562
2141.00,1000,19.6574
2151.00,1000,19.78994
2162.00,1000,19.78994
2172.00,1000,19.8562
2182.00,1000,19.8562
2192.00,1000,19.78994
2202.00,1000,19.72366
2212.00,1000,19.72366
2222.00,1000,19.52493
2232.00,1000,20.10485
2242.00,1000,19.8562
2252.00,1000,19.78994
2262.00,1000,20.02194
2272.00,1000,19.78994
2282.00,1000,19.72366
2293.00,1000,19.8562
2303.00,1000,19.59115
2313.00,1000,20.18777
2323.00,1000,19.78994
2333.00,1000,20.02194
2343.00,1000,19.35934
2353.00,1000,19.72366
2363.00,1000,19.78994
2373.00,1000,19.78994
2383.00,1000,19.78994
2393.00,1000,19.8562
2403.00,1000,19.59115
2414.00,1000,19.8562
2424.00,1000,19.6574
2434.00,1000,19.78994
2447.00,1000,20.02194
2457.00,1000,19.93908
2467.00,1000,20.18777
2477.00,1000,19.72366
2487.00,1000,19.93908
2497.00,1000,19.8562
2507.00,1000,19.93908
2517.00,1000,19.72366
2527.00,1000,19.72366
2537.00,1000,19.8562
2547.00,1000,19.78994
2557.00,1000,20.02194
2567.00,1000,19.8562
2578.00,1000,19.59115
2588.00,1000,19.8562
2598.00,1000,19.78994
2608.00,1000,19.6574
2618.00,1000,19.78994
2628.00,1000,19.93908
2638.00,1000,19.93908
2648.00,1000,19.6574
2658.00,1000,19.8562
2668.00,1000,19.72366
2678.00,1000,19.52493
2688.00,1000,19.72366
2699.00,1000,19.52493
2709.00,1000,19.72366
2719.00,1000,19.8562
2729.00,1000,19.93908
2739.00,1000,19.78994
2749.00,1000,19.6574
2759.00,1000,20.27075
2769.00,1000,19.78994
2779.00,1000,19.8562
2789.00,1000,19.6574
2799.00,1000,19.78994
2809.00,1000,19.78994
2820.00,1000,19.8562
2830.00,1000,19.6574
2840.00,1000,19.78994
2850.00,1000,19.72366
2860.00,1000,20.18777
2870.00,1000,19.72366
2880.00,1000,19.93908
2890.00,1000,19.59115
2900.00,1000,19.72366
2910.00,1000,19.72366
2920.00,1000,19.78994
2933.00,1000,19.78994
2943.00,1000,20.02194
2953.00,1000,19.8562
2963.00,1000,19.72366
2973.00,1000,19.78994
2983.00,1000,19.78994
2994.00,1000,19.6574
3004.00,1000,19.59115
3014.00,1000,19.72366
3024.00,1000,19.78994
3034.00,1000,19.35934
3044.00,1000,20.02194
3054.00,1000,19.19387
3064.00,1000,19.72366
3074.00,1000,20.02194
3084.00,1000,19.78994
3095.00,1000,19.93908
3105.00,1000,19.6574
3115.00,1000,19.59115
3125.00,1000,20.10485
3135.00,1000,19.6574
3145.00,1000,19.78994
3155.00,1000,19.78994
3165.00,1000,19.72366
3175.00,1000,19.8562
3185.00,1000,19.59115
3195.00,1000,19.93908
3206.00,1000,19.6574
3216.00,1000,19.78994
3226.00,1000,19.78994
3236.00,1000,19.8562
3246.00,1000,19.35934
3256.00,1000,20.35366
3266.00,1000,19.52493
3276.00,1000,19.72366
3286.00,1000,19.72366
3297.00,1000,19.72366
3307.00,1000,19.72366
3317.00,1000,19.72366
3327.00,1000,19.72366
3337.00,1000,19.8562
3347.00,1000,19.78994
3357.00,1000,19.78994
3367.00,1000,19.72366
3377.00,1000,19.72366
3388.00,1000,19.8562
3398.00,1000,19.6574
3408.00,1000,19.6574
