Time,Temperature
340,27.53835
342,27.17443
343,27.65994
344,27.53835
345,27.41689
346,26.98086
347,27.17443
348,27.41689
349,27.0534
350,27.17443
352,27.29559
353,27.17443
354,27.17443
355,27.29559
356,27.53835
357,27.41689
358,24.75463
359,26.98086
362,26.90835
363,26.76354
364,26.98086
365,27.0534
366,27.0534
367,27.17443
368,27.17443
369,26.8359
370,26.90835
371,26.90835
372,27.0534
373,26.8359
374,26.90835
375,26.76354
376,26.8359
377,26.8359
379,26.90835
380,27.53835
381,26.57067
382,26.90835
383,26.69116
384,26.69116
385,26.33013
386,26.8359
387,28.44177
388,26.69116
389,26.76354
390,26.69116
391,26.57067
392,26.8359
394,26.8359
395,26.69116
396,26.69116
397,26.69116
398,26.57067
399,26.57067
400,26.33013
401,25.89843
402,26.45034
403,26.45034
404,26.57067
405,26.33013
406,26.45034
407,26.21005
409,26.33013
410,26.09011
411,26.09011
412,26.09011
413,26.33013
414,26.33013
415,26.33013
416,26.21005
417,26.45034
418,26.09011
419,25.89843
420,26.33013
421,25.89843
422,25.89843
424,26.21005
426,26.33013
427,26.21005
428,26.33013
429,25.97027
430,26.09011
431,26.09011
432,26.21005
433,25.37289
434,26.09011
435,26.33013
436,25.82662
437,25.82662
439,25.82662
440,25.68316
441,25.82662
442,25.82662
443,26.21005
444,25.82662
445,26.57067
446,26.09011
447,25.82662
448,25.68316
449,25.75485
450,25.89843
451,24.89703
453,25.68316
454,25.68316
455,25.61147
456,26.09011
457,25.68316
458,25.49209
459,25.68316
460,25.75485
461,25.68316
462,26.09011
463,25.25375
464,25.68316
465,25.68316
467,25.25375
468,25.68316
469,25.49209
470,25.49209
471,25.49209
472,25.37289
473,25.49209
474,24.89703
475,24.98614
476,24.89703
477,25.25375
478,25.49209
480,25.25375
481,25.82662
482,25.25375
483,25.16448
484,25.37289
485,25.49209
486,25.25375
487,25.16448
488,25.07528
490,25.25375
491,25.75485
493,25.07528
494,25.07528
495,25.16448
496,24.82583
497,25.16448
498,24.82583
499,25.16448
500,25.16448
501,25.16448
502,25.07528
503,24.89703
504,25.61147
505,25.25375
507,25.07528
508,24.89703
509,25.37289
510,24.98614
511,24.89703
512,24.89703
513,24.98614
515,25.07528
516,26.69116
517,25.07528
518,24.75463
519,24.98614
520,24.82583
521,24.82583
522,24.82583
523,24.61236
524,24.82583
525,24.82583
526,24.6835
527,24.98614
529,24.82583
530,24.82583
531,24.89703
532,24.89703
533,24.89703
534,24.89703
535,24.61236
536,24.82583
537,25.07528
538,24.82583
539,24.6835
541,24.61236
542,24.89703
543,24.6835
544,24.82583
545,24.75463
546,24.89703
547,24.61236
548,24.82583
549,24.82583
550,24.61236
551,24.75463
553,24.42291
554,24.82583
556,24.61236
557,24.42291
558,24.61236
559,24.6835
560,24.30462
561,23.68099
562,24.42291
564,24.30462
565,24.00933
566,24.6835
567,24.54128
568,24.42291
569,24.42291
570,24.00933
571,24.54128
572,24.42291
573,24.30462
575,24.00933
576,24.42291
577,23.98406
578,24.42291
579,24.54128
580,24.42291
581,23.78195
582,24.30462
583,24.54128
584,24.30462
586,24.75463
587,24.82583
588,24.30462
589,24.75463
590,23.98406
591,24.42291
592,24.0852
593,24.00933
594,24.00933
595,21.95718
597,22.70495
598,24.0852
599,23.98406
600,23.78195
601,23.68099
602,23.98406
603,23.98406
604,24.00933
605,24.0852
606,24.00933
608,24.0852
609,23.88296
610,23.88296
611,23.98406
612,23.88296
613,24.42291
614,23.98406
615,23.88296
616,24.0852
617,23.98406
619,23.68099
620,23.68099
622,24.0852
623,23.30297
624,23.78195
625,23.78195
626,23.5801
627,23.88296
628,23.5801
630,23.78195
631,23.88296
632,23.12689
633,23.98406
634,24.30462
635,23.78195
636,23.98406
637,23.88296
638,23.68099
639,23.68099
641,23.98406
642,23.78195
643,23.12689
644,24.98614
645,23.68099
646,23.47927
647,23.5801
648,23.68099
649,23.47927
650,23.47927
652,23.78195
653,23.47927
654,23.5801
655,23.30297
656,23.12689
657,23.12689
658,23.47927
659,23.12689
660,23.68099
662,23.30297
663,23.30297
664,23.47927
665,23.12689
666,23.30297
667,23.30297
668,23.12689
669,23.12689
670,23.12689
672,23.12689
673,23.12689
674,23.78195
675,23.00958
676,23.5801
677,24.00933
678,23.12689
679,23.68099
680,23.12689
682,23.78195
683,23.68099
684,23.5801
685,22.89236
686,23.00958
688,22.89236
689,23.12689
690,23.30297
692,23.47927
693,23.12689
694,22.7752
695,22.7752
696,23.00958
697,22.70495
698,22.89236
699,22.7752
700,23.00958
702,23.78195
703,22.89236
704,22.7752
705,23.00958
706,22.89236
707,22.49435
708,22.70495
709,22.70495
710,22.7752
712,22.70495
713,22.70495
714,23.12689
715,22.56454
716,22.70495
717,22.89236
718,22.89236
719,22.42422
720,22.7752
721,22.56454
722,22.63473
723,22.7752
724,22.56454
726,22.7752
727,23.5801
728,23.00958
729,22.7752
730,22.19055
731,22.56454
732,23.00958
733,22.70495
734,22.70495
735,22.56454
736,22.63473
737,20.53863
738,22.63473
739,22.70495
741,22.30734
742,20.32998
743,22.56454
744,22.42422
745,22.42422
746,22.63473
747,22.49435
748,22.56454
749,22.56454
750,22.70495
751,22.30734
753,22.49435
754,22.42422
756,22.30734
757,22.49435
758,21.37484
759,21.8406
760,22.63473
761,22.42422
762,22.56454
763,22.56454
764,22.63473
765,22.42422
767,22.7752
768,22.42422
769,22.7752
770,22.42422
771,23.30297
772,21.72408
773,22.42422
774,22.19055
775,22.42422
776,22.49435
777,23.00958
778,22.56454
779,22.56454
780,22.56454
782,22.07385
783,22.49435
784,22.42422
785,22.42422
786,22.49435
787,22.30734
788,22.63473
789,22.07385
790,22.07385
791,22.19055
792,22.42422
793,22.07385
794,22.30734
796,22.30734
797,22.30734
798,22.63473
799,22.07385
800,22.07385
801,22.19055
802,22.19055
803,22.30734
804,22.19055
805,22.19055
806,21.51449
807,21.95718
808,22.49435
810,22.19055
811,22.19055
812,21.44467
813,22.19055
814,22.07385
815,22.19055
816,22.19055
818,21.72408
819,21.95718
820,22.07385
821,21.95718
823,21.58434
824,21.72408
825,21.65417
826,21.95718
827,21.95718
828,22.7752
829,22.19055
830,22.19055
831,21.72408
832,21.8406
833,21.95718
834,21.95718
835,21.8406
837,21.72408
838,21.72408
839,21.95718
840,21.65417
841,22.42422
842,21.65417
843,21.72408
844,22.07385
845,22.07385
846,21.72408
847,21.65417
848,21.44467
850,21.95718
851,21.8406
852,21.8406
853,21.95718
854,21.72408
855,21.72408
856,21.72408
857,21.72408
858,21.2004
859,21.65417
860,22.07385
861,21.58434
863,21.65417
864,21.8406
865,21.51449
866,21.8406
867,21.65417
868,21.95718
869,21.72408
870,21.51449
871,22.07385
872,21.8406
873,21.51449
874,21.58434
876,21.8406
877,21.8406
878,21.72408
879,21.37484
880,21.72408
881,21.58434
883,21.37484
884,21.44467
885,22.07385
886,21.72408
887,21.95718
889,21.51449
890,21.65417
891,21.58434
892,21.58434
893,21.8406
894,21.51449
895,21.58434
896,21.44467
897,21.58434
898,21.51449
899,21.02612
900,21.58434
902,21.58434
903,21.44467
904,21.44467
905,21.51449
906,21.58434
907,21.65417
