Time,Temperature
177,27.29559
178,27.41689
179,27.41689
180,27.41689
181,27.65994
182,27.41689
183,27.90356
185,27.53835
186,27.41689
187,27.41689
188,27.53835
189,28.22122
190,27.29559
191,29.50289
192,27.29559
193,26.90835
194,27.0534
195,24.6835
196,27.0534
198,26.98086
199,27.29559
200,26.8359
201,27.0534
202,27.0534
203,26.90835
204,27.0534
205,26.90835
206,26.76354
207,24.6835
209,26.76354
210,26.8359
211,26.90835
212,26.90835
213,26.90835
214,26.8359
215,26.8359
216,26.8359
217,25.68316
218,26.76354
220,26.76354
221,26.76354
222,26.8359
223,26.45034
224,27.17443
225,26.8359
226,26.57067
228,26.57067
229,27.53835
231,26.57067
232,25.82662
233,26.21005
234,26.57067
235,26.69116
236,27.78167
237,25.97027
238,26.21005
239,26.33013
240,25.82662
242,23.5801
243,24.30462
244,26.21005
245,26.45034
246,26.45034
247,26.21005
248,26.33013
249,26.21005
250,26.09011
251,25.97027
253,26.33013
254,27.41689
255,25.97027
256,26.21005
257,25.97027
259,25.89843
260,25.97027
261,25.97027
262,25.89843
263,25.89843
264,25.82662
265,24.75463
266,25.89843
267,25.82662
268,25.89843
270,25.82662
271,24.00933
272,26.76354
273,25.68316
274,25.75485
275,25.82662
276,25.49209
277,25.68316
278,25.82662
279,25.68316
281,26.45034
282,20.09826
283,25.82662
284,25.75485
285,25.49209
286,25.68316
287,25.61147
288,21.95718
289,27.0534
291,25.68316
292,25.61147
293,26.45034
295,25.49209
296,25.37289
297,25.68316
298,25.37289
299,24.89703
300,25.68316
302,25.49209
303,25.25375
304,25.37289
305,25.37289
306,25.37289
307,25.25375
308,24.98614
309,25.37289
310,25.37289
312,25.16448
313,25.97027
314,25.25375
315,25.25375
316,25.37289
317,25.16448
318,24.75463
319,25.07528
320,25.16448
322,25.37289
323,22.7752
324,25.07528
325,24.98614
326,24.89703
327,24.98614
328,24.89703
329,25.16448
330,24.89703
332,25.16448
333,24.98614
334,24.98614
335,24.89703
336,25.37289
337,24.82583
338,24.98614
339,24.89703
340,24.89703
342,24.75463
343,24.89703
344,24.89703
345,24.75463
346,24.61236
347,24.82583
348,24.82583
349,24.75463
350,24.75463
352,24.6835
353,25.07528
354,24.54128
355,24.6835
356,24.75463
357,24.75463
358,24.6835
359,24.6835
362,24.54128
363,23.88296
364,25.07528
365,24.61236
366,24.61236
367,24.61236
368,22.63473
369,24.61236
370,24.75463
371,24.30462
372,24.6835
373,24.54128
374,24.54128
375,24.42291
376,24.54128
378,24.54128
379,24.54128
380,24.42291
381,24.6835
382,24.42291
383,24.42291
384,24.42291
385,24.61236
386,24.30462
387,24.30462
388,24.30462
389,24.54128
390,24.30462
391,24.42291
392,24.00933
394,24.42291
395,24.42291
396,24.61236
397,24.0852
398,24.0852
399,24.00933
400,23.98406
401,24.00933
402,24.00933
403,24.00933
404,24.0852
405,24.0852
406,23.98406
407,24.0852
409,24.0852
410,24.30462
411,23.98406
412,24.0852
413,23.98406
414,24.0852
415,23.98406
416,23.98406
417,23.98406
418,24.0852
419,23.88296
420,23.78195
421,24.6835
422,24.0852
424,23.98406
426,23.88296
427,23.98406
428,23.5801
429,23.98406
430,23.88296
431,23.98406
432,23.98406
433,23.5801
434,23.88296
435,23.88296
436,24.0852
437,24.30462
439,23.5801
440,23.68099
441,23.78195
442,23.78195
443,23.78195
444,24.00933
445,23.68099
446,23.78195
447,23.68099
448,23.68099
449,23.5801
450,25.25375
451,23.5801
453,23.5801
454,23.5801
455,23.5801
456,24.42291
457,23.12689
458,23.5801
459,23.5801
460,23.12689
461,23.68099
462,23.47927
463,21.2004
464,23.47927
465,23.78195
467,23.47927
468,23.30297
469,23.47927
470,23.30297
471,23.47927
472,23.5801
473,22.7752
474,23.12689
475,23.12689
476,23.30297
477,23.12689
478,23.30297
480,23.30297
481,23.30297
482,23.30297
483,23.12689
484,23.12689
485,22.49435
486,23.00958
487,23.12689
488,23.00958
490,23.00958
491,21.58434
493,23.00958
494,23.12689
495,23.00958
496,22.89236
497,23.12689
498,23.12689
499,23.47927
500,22.89236
501,22.7752
502,22.89236
503,22.89236
504,22.42422
505,22.89236
507,23.00958
508,23.12689
509,20.39953
510,22.89236
511,22.89236
512,23.12689
513,22.7752
515,23.12689
516,22.89236
517,22.7752
518,22.89236
519,22.89236
520,22.63473
521,22.7752
522,22.7752
523,23.00958
524,22.63473
525,22.70495
526,22.89236
528,22.63473
529,22.63473
530,23.12689
531,22.7752
532,22.70495
533,22.7752
534,22.70495
535,22.70495
536,22.89236
537,22.49435
538,22.70495
539,22.89236
541,22.70495
542,22.63473
543,22.56454
544,22.70495
545,22.63473
546,22.70495
547,22.56454
548,22.63473
549,22.63473
550,22.56454
551,22.56454
553,22.63473
554,22.49435
556,22.42422
557,22.49435
558,22.49435
559,22.7752
560,22.63473
561,22.56454
562,22.56454
564,22.63473
565,22.56454
566,22.42422
567,22.42422
568,22.63473
569,22.42422
570,22.56454
571,22.63473
572,22.49435
573,22.56454
574,22.42422
576,22.42422
577,22.49435
578,22.30734
579,22.42422
580,22.56454
581,22.19055
582,22.49435
583,22.56454
584,22.30734
586,22.19055
587,22.07385
588,22.30734
589,22.49435
590,22.30734
591,22.42422
592,22.42422
593,22.42422
594,22.19055
595,22.30734
597,22.30734
598,22.19055
599,22.30734
600,22.49435
601,22.19055
602,21.72408
603,22.19055
604,22.42422
605,22.30734
606,22.19055
608,22.30734
609,22.70495
610,22.19055
611,22.30734
612,22.30734
613,22.30734
614,22.30734
615,22.19055
616,22.19055
617,22.07385
619,21.8406
620,22.19055
622,22.42422
623,21.8406
624,22.30734
625,20.46905
626,21.95718
627,22.07385
628,22.19055
630,22.07385
631,22.30734
632,22.49435
633,21.95718
634,22.07385
635,22.56454
636,22.07385
637,22.19055
638,21.8406
639,22.19055
641,21.72408
642,21.72408
643,21.65417
644,21.44467
645,21.72408
646,22.07385
647,21.95718
648,22.19055
649,21.72408
650,22.07385
652,22.07385
653,21.8406
654,22.07385
655,22.07385
656,22.19055
657,21.95718
658,21.8406
659,21.72408
660,22.7752
662,22.07385
663,21.95718
664,21.8406
665,21.8406
666,21.44467
667,22.19055
668,21.95718
669,21.95718
670,21.72408
672,21.65417
673,21.65417
674,21.95718
675,21.65417
676,22.30734
677,21.58434
678,19.98248
679,21.58434
680,21.72408
682,21.65417
683,22.07385
684,21.65417
685,21.72408
686,21.95718
688,21.65417
689,21.8406
690,21.72408
692,21.65417
693,21.65417
694,21.65417
695,21.58434
696,22.7752
697,21.65417
698,21.95718
699,21.58434
700,21.44467
702,21.58434
