Time,Temperature
387,19.69314
388,18.94177
389,19.751
390,20.21408
392,19.63531
393,19.63531
394,19.46185
395,19.63531
396,19.86669
397,19.98248
398,17.90277
399,19.63531
400,19.69314
401,19.63531
402,19.63531
403,21.37484
404,19.11508
405,18.24896
407,19.751
408,19.63531
409,19.28842
410,18.24896
411,19.86669
412,19.28842
413,19.80886
414,19.751
415,19.80886
416,19.86669
417,19.751
418,19.69314
419,19.69314
420,21.37484
422,19.98248
423,19.28842
424,19.751
425,19.751
426,19.69314
427,20.53863
428,19.63531
429,19.63531
431,19.28842
432,20.53863
433,19.751
434,19.69314
436,19.751
437,19.63531
438,18.68191
439,17.64315
440,19.69314
441,20.32998
442,19.28842
443,19.751
444,18.07586
445,22.49435
446,19.80886
447,19.751
448,19.69314
449,19.63531
450,20.46905
452,19.69314
453,19.28842
454,19.92459
455,19.69314
456,19.63531
457,19.751
458,20.46905
459,19.63531
460,19.69314
461,19.46185
462,19.751
463,19.751
465,19.69314
466,19.80886
467,19.80886
468,19.80886
469,19.63531
470,19.92459
471,19.69314
472,19.751
473,19.80886
474,21.95718
475,19.69314
476,19.69314
478,19.751
479,19.751
480,19.98248
481,19.86669
482,20.85192
483,19.46185
484,19.46185
485,21.44467
486,19.69314
487,19.28842
488,19.63531
489,19.69314
490,19.28842
492,20.21408
493,21.2004
494,19.69314
496,19.69314
497,19.20175
498,19.69314
499,19.20175
500,19.69314
501,19.80886
502,19.69314
503,19.751
505,19.751
506,19.69314
507,19.751
508,19.69314
509,17.7297
510,19.63531
511,19.63531
513,19.63531
514,19.80886
515,19.46185
516,17.41818
517,19.80886
518,19.751
519,19.92459
520,20.53863
521,19.86669
522,19.80886
523,19.751
524,19.69314
525,18.85513
527,20.60821
528,20.21408
529,19.69314
530,19.46185
531,19.69314
532,19.80886
533,19.69314
534,19.46185
535,19.80886
536,19.751
537,19.751
538,19.28842
540,19.92459
541,19.751
542,19.46185
543,19.80886
544,20.09826
545,18.16244
546,19.69314
547,19.69314
548,19.63531
549,19.751
550,19.46185
552,19.92459
553,19.46185
554,19.80886
555,19.11508
556,19.751
557,19.69314
558,19.63531
559,19.86669
561,19.28842
563,21.58434
564,19.69314
565,19.69314
566,21.2004
567,19.69314
568,19.751
569,19.80886
570,19.69314
571,19.80886
572,19.69314
574,19.63531
575,19.63531
576,19.46185
577,19.46185
578,19.28842
579,19.63531
580,19.63531
581,19.751
582,19.63531
583,19.63531
585,19.86669
586,19.98248
587,19.69314
588,19.46185
589,19.751
590,19.69314
591,19.46185
592,19.69314
593,19.751
594,18.68191
596,19.69314
597,19.63531
598,19.751
599,19.46185
600,20.09826
601,19.86669
602,19.46185
603,19.69314
604,19.63531
605,19.69314
607,18.76852
608,20.39953
609,19.80886
610,19.28842
611,19.63531
612,19.20175
613,21.02612
614,19.46185
615,19.92459
616,19.69314
618,19.69314
619,17.90277
620,19.63531
621,19.20175
622,19.69314
623,19.69314
624,19.63531
625,21.8406
627,20.53863
629,19.63531
630,16.86434
631,19.46185
632,19.69314
633,19.46185
634,19.69314
635,19.80886
636,19.69314
637,19.46185
638,17.90277
640,19.751
641,19.69314
642,20.46905
643,19.751
644,19.63531
645,19.80886
646,19.80886
647,20.21408
648,19.63531
649,19.63531
651,19.69314
652,19.63531
653,19.751
654,19.46185
655,19.63531
656,19.20175
657,19.46185
658,19.20175
659,19.46185
661,19.11508
662,20.39953
663,19.46185
664,19.80886
665,18.76852
666,19.86669
667,19.20175
668,19.28842
669,19.20175
671,19.46185
672,19.86669
673,19.28842
674,18.07586
675,19.751
676,19.92459
677,19.86669
678,19.92459
679,19.46185
681,19.751
682,19.63531
683,19.751
684,19.751
685,19.69314
686,19.63531
687,19.751
688,19.46185
689,19.751
691,17.34896
692,19.69314
694,19.751
695,19.69314
696,19.63531
697,19.63531
698,19.63531
699,19.63531
701,19.751
702,19.80886
703,19.751
704,19.69314
705,19.80886
706,19.69314
707,19.69314
708,19.46185
709,19.69314
711,18.42214
712,19.69314
713,19.69314
714,19.751
715,19.46185
716,19.86669
717,19.69314
718,19.69314
719,19.63531
721,19.69314
722,19.46185
723,19.80886
724,19.46185
725,19.80886
726,19.69314
727,20.21408
728,19.751
729,19.69314
730,19.69314
731,19.751
732,19.751
733,19.69314
734,19.751
736,19.751
737,19.63531
738,19.63531
739,19.751
740,19.63531
741,19.80886
742,19.63531
743,19.69314
744,19.751
745,18.16244
746,19.751
747,19.46185
748,19.69314
749,19.80886
751,19.28842
752,19.86669
753,18.68191
754,19.46185
755,19.63531
756,19.751
757,19.69314
759,19.69314
760,19.69314
761,19.69314
762,19.69314
763,19.751
764,19.63531
766,19.80886
767,19.80886
768,19.63531
769,19.751
770,19.69314
771,19.80886
772,19.69314
773,19.63531
775,19.751
776,20.32998
777,19.63531
778,20.21408
779,19.46185
780,19.751
781,20.32998
782,17.48739
783,19.69314
784,19.63531
785,19.69314
786,19.69314
787,17.2105
788,19.46185
790,19.69314
791,19.69314
792,19.46185
793,19.86669
794,19.86669
795,19.751
796,19.751
797,19.46185
798,19.751
799,19.69314
800,19.80886
801,19.02841
802,19.80886
803,21.2004
805,19.20175
806,18.94177
807,19.28842
808,19.751
809,19.69314
810,19.69314
811,18.94177
812,19.63531
813,19.46185
814,19.751
815,19.11508
816,19.63531
818,19.63531
819,19.69314
820,19.46185
821,19.751
822,20.46905
824,19.63531
825,19.63531
826,19.46185
827,18.07586
828,19.86669
829,19.63531
831,19.69314
832,19.63531
833,19.46185
834,21.44467
835,20.39953
836,19.751
837,19.751
838,19.69314
839,20.46905
840,19.751
841,19.63531
842,19.751
843,19.69314
845,19.69314
846,19.63531
847,20.21408
848,19.63531
849,19.46185
850,19.69314
851,19.69314
852,19.751
853,19.98248
854,19.46185
855,19.63531
856,19.11508
858,19.28842
859,19.46185
860,19.80886
861,19.63531
862,19.69314
863,19.751
864,17.64315
865,19.46185
866,19.63531
867,19.46185
868,19.63531
869,19.69314
871,19.751
872,19.63531
873,19.46185
874,19.80886
875,19.63531
876,19.46185
877,19.63531
878,19.46185
879,20.09826
880,19.28842
881,15.61718
882,19.63531
883,19.80886
885,19.63531
886,19.69314
887,19.46185
889,19.02841
890,19.63531
891,18.85513
892,17.5566
893,21.2004
894,19.63531
895,19.63531
896,19.63531
898,19.63531
899,19.63531
900,19.63531
901,19.63531
902,19.69314
903,19.69314
904,19.69314
905,19.69314
906,19.63531
907,19.92459
908,19.751
909,19.46185
911,18.85513
912,19.46185
913,19.46185
914,19.28842
915,17.5566
916,19.46185
917,19.46185
918,19.63531
919,19.63531
920,19.69314
922,19.46185
923,19.69314
924,19.69314
925,19.69314
926,19.69314
927,19.46185
928,19.63531
929,19.28842
930,19.02841
932,19.46185
933,19.63531
934,19.63531
935,19.20175
936,19.46185
937,19.69314
938,19.20175
939,19.02841
940,19.63531
941,19.63531
943,19.63531
944,19.63531
945,19.751
946,19.63531
947,19.46185
948,19.63531
949,19.46185
950,19.46185
951,19.63531
952,19.80886
955,19.46185
956,19.86669
957,19.69314
958,19.46185
959,19.69314
960,19.69314
961,16.86434
962,20.21408
963,19.20175
965,19.63531
966,19.751
967,19.63531
968,17.48739
969,19.28842
970,19.20175
971,19.46185
972,19.63531
973,19.46185
974,19.46185
976,19.28842
977,19.63531
978,19.28842
979,20.60821
980,19.63531
981,19.63531
982,19.63531
983,19.63531
984,19.63531
985,18.85513
987,19.46185
988,19.46185
989,19.46185
990,19.46185
991,19.46185
992,19.46185
993,19.63531
994,18.94177
995,19.02841
996,21.8406
998,19.11508
999,19.63531
1000,19.20175
1001,19.63531
1002,19.63531
1003,19.46185
1004,19.28842
1005,19.28842
1006,19.69314
1008,19.80886
1009,19.80886
1010,19.98248
1011,19.63531
1012,19.11508
1014,18.07586
1015,19.02841
1016,17.48739
1017,19.69314
1018,19.46185
1019,19.20175
1021,19.46185
1022,19.63531
1024,19.02841
1025,17.81622
1026,19.20175
1027,18.68191
1028,19.63531
1029,19.20175
1030,19.63531
1031,19.69314
1032,19.02841
1034,19.46185
1035,19.46185
1036,19.20175
1037,19.11508
1038,19.02841
1039,19.46185
1040,19.46185
1041,19.20175
1042,19.02841
1044,20.09826
1045,21.8406
1046,19.63531
1047,19.46185
1048,19.46185
1049,19.63531
1050,19.69314
1051,19.63531
1052,19.46185
1054,19.46185
1055,19.46185
1056,19.20175
1057,19.46185
1058,19.28842
1059,19.28842
1060,19.63531
1061,20.39953
1062,19.28842
1064,19.46185
1065,19.46185
1066,19.63531
1067,17.5566
1068,19.20175
1069,19.69314
1070,19.46185
1071,19.751
1072,19.63531
1073,18.94177
1074,19.63531
1076,19.46185
1077,19.751
1078,18.24896
1079,19.46185
1080,19.69314
1081,19.46185
1082,19.63531
1083,19.28842
1084,19.20175
1085,18.68191
1087,19.02841
1088,19.69314
1089,18.85513
1091,20.09826
1092,19.98248
1093,19.69314
1094,19.86669
1095,19.46185
1096,19.20175
1097,19.63531
1098,19.28842
1099,19.46185
1100,19.46185
1101,20.85192
1102,19.46185
1103,18.24896
1104,19.28842
1106,19.28842
1107,19.28842
1108,17.34896
1109,19.20175
1110,19.20175
1111,19.63531
1112,19.46185
1113,19.69314
1114,20.67782
1115,19.46185
1116,19.63531
1117,19.28842
1118,19.02841
1119,19.28842
1120,15.75588
1122,19.46185
1123,19.28842
1124,18.76852
1125,19.28842
1126,16.03314
1127,19.28842
1128,18.94177
1129,19.63531
1130,19.02841
1131,18.42214
1132,19.20175
1133,18.68191
1134,19.28842
1136,19.63531
1137,19.20175
1138,17.34896
1139,20.39953
1140,19.28842
1141,19.28842
1142,19.20175
1143,19.46185
1144,19.46185
1145,19.46185
1146,19.46185
1147,19.46185
1148,19.63531
1150,19.28842
1152,19.20175
1153,19.63531
1154,19.69314
1155,19.63531
1156,18.94177
1157,19.28842
1158,19.02841
1159,19.46185
1160,22.56454
1161,19.02841
1162,19.46185
1163,19.20175
1165,19.20175
1166,18.68191
1167,22.42422
1168,19.69314
1169,19.69314
1170,19.46185
1171,19.20175
1172,19.20175
1173,19.63531
1174,19.46185
1175,19.11508
1176,19.46185
1178,19.63531
1179,19.63531
1180,18.85513
1181,19.28842
1182,19.28842
1183,19.20175
1184,19.28842
1185,17.48739
1186,19.20175
1187,19.28842
1188,19.63531
1189,17.03741
1191,19.28842
1192,19.28842
1193,17.27972
1194,19.02841
1195,19.28842
1196,18.68191
1197,19.28842
1198,19.46185
1199,19.46185
1200,19.46185
1201,19.28842
1202,18.07586
1203,19.28842
1205,19.46185
1206,19.28842
1207,17.03741
1208,17.64315
1209,19.46185
1210,19.46185
1211,19.28842
1212,19.11508
1213,19.46185
1214,19.86669
1217,18.76852
1218,19.11508
1219,19.20175
1220,17.81622
1221,19.751
1222,19.28842
1223,19.28842
1224,19.46185
1225,19.28842
1226,19.20175
1227,19.20175
1228,19.46185
1229,19.28842
1231,19.46185
1232,19.20175
1233,19.46185
1234,19.28842
1235,19.28842
1236,19.46185
1237,19.28842
1238,19.46185
1239,19.20175
1240,18.42214
1241,19.11508
1242,19.63531
1244,19.20175
1245,19.20175
1246,19.46185
1247,19.46185
1248,19.28842
1249,17.98934
1250,17.5566
1251,18.76852
1252,19.28842
1254,19.751
1255,19.20175
1256,19.11508
1257,19.63531
1258,19.46185
1259,19.46185
1260,17.7297
1261,19.46185
1262,19.02841
1263,19.751
1265,19.20175
1266,19.28842
1267,19.02841
1268,19.751
1269,19.46185
1271,19.63531
1272,19.28842
1273,19.46185
1274,19.20175
1275,19.80886
1276,19.20175
1277,19.46185
1278,19.28842
1279,19.69314
1280,19.63531
1283,18.85513
1284,19.20175
1285,19.46185
1286,19.28842
1287,19.28842
1288,19.28842
1289,19.20175
1290,19.28842
1291,19.28842
1293,19.28842
1294,19.28842
1295,17.27972
1296,19.63531
1297,19.28842
1298,19.69314
1299,19.28842
1300,19.46185
1301,19.11508
1302,19.11508
1304,19.28842
1305,19.69314
1306,19.02841
1307,19.46185
1308,20.09826
1309,19.28842
1310,19.28842
1311,19.28842
1312,19.20175
1313,19.02841
1315,19.11508
1316,19.46185
1317,19.20175
1318,19.46185
1319,19.28842
1320,19.20175
1321,19.11508
1322,19.63531
1323,19.28842
1324,19.11508
1326,18.68191
1327,19.28842
1328,19.28842
1329,19.46185
1330,19.46185
1331,17.34896
1332,19.20175
1333,19.28842
1334,19.28842
1336,19.28842
1337,18.59527
1338,19.20175
1339,19.69314
1340,19.751
1341,19.46185
1342,19.11508
1343,17.90277
1344,18.94177
1346,19.28842
1347,19.46185
1349,19.20175
1350,19.28842
1351,19.63531
1352,19.20175
1353,19.11508
1354,18.94177
1356,19.20175
1357,18.76852
1358,19.46185
1359,19.20175
1360,19.02841
1361,19.46185
1362,19.20175
1363,19.20175
1364,19.69314
1366,19.28842
1367,19.751
1368,19.11508
1369,19.63531
1370,19.11508
1371,19.69314
1372,19.02841
1373,19.20175
1374,19.11508
1375,19.46185
1377,19.28842
1378,19.28842
1379,19.46185
1380,19.20175
1381,19.20175
1382,19.28842
1383,19.46185
1384,19.20175
1385,19.46185
1387,19.28842
1388,19.28842
1389,19.28842
1390,17.81622
1391,19.28842
1392,19.11508
1393,19.63531
1394,19.98248
1395,19.02841
1397,19.63531
1398,19.751
1399,19.63531
1400,19.28842
1401,19.28842
1402,19.46185
1403,19.20175
1404,19.02841
1405,19.28842
1406,19.80886
1407,19.28842
1408,19.46185
1409,19.46185
1410,19.02841
1412,19.46185
1413,19.63531
1415,19.11508
1416,19.46185
1417,19.02841
1418,18.85513
1419,19.11508
1420,19.63531
1421,19.46185
1422,19.28842
1423,19.20175
1424,19.28842
1425,19.28842
1427,19.28842
1428,19.20175
1429,19.69314
1430,19.80886
1431,19.63531
1432,19.20175
1433,19.28842
1434,19.20175
1435,19.63531
1436,18.94177
1437,19.11508
1438,19.11508
1439,19.02841
1440,19.28842
1441,19.28842
1443,19.02841
1444,19.28842
1445,18.76852
1446,19.751
1447,19.63531
1448,17.2105
1449,17.34896
1450,19.20175
1451,19.02841
1452,19.11508
1453,19.46185
1454,19.20175
1455,19.69314
1456,19.751
1458,19.46185
1459,19.46185
1460,19.86669
1461,19.28842
1462,19.02841
1463,19.20175
1464,19.20175
1465,19.28842
1466,19.86669
1467,17.98934
1468,19.63531
1469,18.94177
1471,19.20175
1472,19.28842
1473,19.11508
1474,19.28842
1475,19.02841
1476,19.63531
1477,19.20175
1479,19.11508
1480,19.63531
1481,19.28842
1482,18.16244
1483,19.20175
1485,19.11508
1486,19.02841
1487,19.28842
1488,18.94177
1489,19.11508
1490,19.69314
1491,18.94177
1492,19.46185
1493,19.20175
1494,19.69314
1495,17.81622
1496,19.11508
1497,19.11508
1499,19.69314
1500,19.20175
1501,19.46185
1502,19.20175
1503,19.20175
1504,19.28842
1505,18.94177
1506,19.28842
1507,19.11508
1508,19.28842
1509,19.86669
1511,19.28842
1512,19.20175
1513,19.46185
1514,19.20175
1515,19.20175
1516,19.20175
1517,18.94177
1518,19.46185
1520,19.28842
1521,19.46185
1522,18.94177
1523,19.98248
1524,19.11508
1525,19.69314
1526,18.94177
1527,19.46185
1528,19.02841
1529,19.20175
1530,18.85513
1531,19.20175
1533,19.20175
1534,19.11508
1535,19.46185
1536,19.46185
1537,19.28842
1538,19.28842
1539,19.11508
1540,19.20175
1541,19.46185
1542,19.11508
1544,19.20175
1546,19.11508
1547,18.94177
1548,19.46185
1549,19.751
1550,19.46185
1551,19.46185
1552,19.28842
1553,19.63531
1554,19.28842
1555,19.11508
1556,19.28842
1557,19.28842
1558,19.28842
1560,19.46185
1561,19.11508
1562,18.07586
1563,19.02841
1564,19.28842
1565,19.20175
1566,19.80886
1567,19.28842
1568,19.46185
1569,19.28842
1570,19.86669
1572,19.28842
1573,19.20175
1574,19.20175
1575,19.11508
1576,19.02841
1577,19.20175
1578,19.63531
1579,19.20175
1580,19.11508
1581,19.28842
1583,19.11508
1584,19.751
1585,18.42214
1586,18.85513
1587,19.11508
1588,19.11508
1589,18.85513
1590,19.11508
1591,19.20175
1592,19.11508
1594,19.11508
1595,19.20175
1596,19.20175
1597,18.68191
1598,19.11508
1599,19.28842
1600,19.46185
1601,19.02841
1602,19.11508
1603,19.28842
1605,19.02841
1606,19.28842
1607,19.80886
1608,19.20175
1611,19.28842
1612,17.7297
1613,19.02841
1614,18.94177
1616,19.20175
1617,19.20175
1618,18.76852
1619,19.63531
1620,19.46185
1621,19.02841
1622,19.11508
1623,19.20175
1624,19.20175
1625,19.63531
1627,19.46185
1628,19.11508
1629,19.46185
1630,19.20175
1631,18.85513
1632,19.11508
1633,19.11508
1634,19.20175
1635,19.28842
1636,19.20175
1638,19.751
1639,19.46185
1640,19.11508
1641,19.02841
1642,19.02841
1643,18.94177
1644,19.69314
1645,19.28842
1646,19.46185
1647,19.98248
1649,18.94177
1650,19.28842
1651,19.28842
1652,19.02841
1653,19.46185
1654,20.85192
1655,19.20175
1656,19.28842
1657,19.28842
1659,19.20175
1660,19.11508
1661,19.28842
1662,19.46185
1663,19.46185
1664,18.85513
1665,19.63531
1666,19.69314
1667,18.85513
1669,19.28842
1670,18.85513
1671,19.20175
1672,19.28842
1673,18.94177
1674,19.02841
1675,18.94177
1677,19.20175
1679,17.27972
1680,19.20175
1681,19.11508
1682,19.20175
1683,18.94177
1684,19.02841
1685,18.59527
1686,19.02841
1687,19.11508
1689,19.02841
1690,19.46185
1691,19.11508
1692,19.11508
1693,19.11508
1694,20.32998
1695,19.751
1696,19.28842
1697,19.11508
1699,19.20175
1700,19.69314
1701,19.11508
1702,19.20175
1703,19.46185
1704,19.20175
1705,18.94177
1706,19.20175
1707,18.76852
1709,19.63531
1710,19.02841
1711,19.751
1712,19.20175
1713,20.21408
1714,19.28842
1715,19.11508
1716,18.76852
1717,18.94177
1719,18.85513
1720,19.28842
1721,19.46185
1722,19.86669
1723,19.20175
1724,19.02841
1725,17.27972
1726,19.69314
1727,19.69314
1728,19.11508
1729,18.94177
1730,19.20175
1731,18.94177
1733,19.11508
1734,19.11508
1735,19.11508
1736,19.28842
1737,19.02841
1738,19.11508
1739,19.28842
1740,19.20175
1741,19.46185
1743,19.11508
1744,19.11508
1745,19.20175
1746,19.63531
1748,19.11508
1749,19.11508
1750,19.11508
1751,19.20175
1752,19.02841
1753,19.28842
1754,19.02841
1755,17.03741
1756,18.94177
1757,19.11508
1758,19.46185
1759,19.11508
1760,18.85513
1761,19.20175
1763,18.94177
1764,19.46185
1765,18.16244
1766,19.11508
1767,19.28842
1768,19.20175
1769,18.85513
1770,19.20175
1772,19.11508
1773,19.02841
1774,19.28842
1775,19.11508
1776,18.94177
1777,19.20175
1778,19.11508
1779,19.11508
1780,19.02841
1781,19.20175
1782,19.11508
1783,19.11508
1784,19.11508
1785,19.02841
1787,19.20175
1788,19.28842
1789,19.02841
1790,18.94177
1791,18.85513
1792,18.85513
1793,18.85513
1794,18.68191
1795,18.42214
1796,18.24896
1797,18.24896
1798,18.24896
1799,18.07586
1801,17.98934
1802,17.81622
1803,17.81622
1804,17.7297
1805,17.5566
1806,17.5566
1808,17.81622
1809,17.41818
1810,17.7297
1811,17.5566
1812,17.5566
1813,17.5566
1815,17.41818
1816,17.48739
1817,17.41818
1818,16.77777
1819,17.2105
1820,17.48739
1821,17.48739
1822,17.34896
1823,17.48739
1824,17.41818
1825,19.69314
1826,17.41818
1828,17.48739
1829,17.5566
1830,17.90277
1831,18.42214
1832,17.41818
1833,17.41818
1834,17.5566
1835,17.41818
1836,17.41818
1837,17.34896
1838,17.90277
1839,17.34896
1840,17.34896
1842,17.27972
1843,17.2105
1844,17.34896
1845,17.5566
1846,17.48739
1847,17.5566
1848,17.7297
1849,17.64315
1850,17.48739
1851,17.64315
1852,17.90277
1853,17.7297
1855,17.81622
1856,17.98934
1857,17.7297
1858,17.81622
1859,17.81622
1860,17.64315
1861,17.81622
1862,17.90277
1863,17.98934
1864,17.81622
1865,18.07586
1866,18.07586
1868,18.07586
1869,18.07586
1870,17.7297
1871,18.07586
1873,17.81622
1874,18.07586
1875,17.98934
1876,17.98934
1877,17.90277
1878,17.98934
1879,17.90277
1880,18.24896
1882,18.24896
1883,18.16244
1884,18.24896
1885,18.24896
1886,18.42214
1887,18.16244
1888,18.24896
1889,18.42214
1890,18.68191
1891,18.24896
1892,18.68191
1893,18.68191
1895,18.42214
1896,18.59527
1897,18.68191
1898,18.85513
1899,18.85513
1900,18.76852
1901,18.76852
1902,18.76852
1903,19.11508
1904,18.76852
1906,19.02841
1907,18.94177
1908,19.02841
1909,19.11508
1910,18.94177
1911,19.28842
1912,18.94177
1913,19.20175
1914,19.20175
1915,19.28842
1917,19.11508
1918,19.20175
1919,19.11508
1920,19.20175
1921,19.11508
1922,19.02841
1923,18.59527
1924,17.27972
1925,19.11508
1926,19.28842
1928,19.20175
1929,19.28842
1930,19.46185
1931,19.11508
1932,19.46185
1933,19.28842
1934,19.28842
1935,19.11508
1936,19.20175
1939,19.46185
1940,19.28842
1941,19.63531
1942,19.46185
1943,19.28842
1944,19.63531
1945,19.28842
1946,19.28842
1947,19.28842
1948,19.46185
1950,19.80886
1951,19.751
1952,19.28842
1953,19.20175
1954,19.46185
1955,19.63531
1956,19.69314
1957,19.63531
1958,19.63531
1959,19.02841
1961,19.28842
1962,19.69314
1963,19.63531
1964,19.46185
1965,19.751
1966,19.69314
1967,19.63531
1968,19.69314
1969,19.80886
1970,19.751
1972,19.80886
1973,19.63531
1974,19.751
1975,19.80886
1976,19.69314
1977,19.69314
1978,19.20175
1979,19.80886
1980,19.751
1982,19.20175
1983,19.63531
1984,19.92459
1985,19.92459
1986,19.751
1987,19.751
1988,19.80886
1989,19.80886
1990,19.86669
1992,19.86669
1993,19.80886
1994,19.46185
1995,19.86669
1996,19.80886
1997,19.80886
1998,19.751
1999,19.69314
2000,19.86669
2002,19.86669
2003,19.80886
2005,19.86669
2006,19.98248
2007,19.86669
2009,19.80886
2010,19.80886
2011,19.751
2012,19.80886
2013,19.86669
2014,19.86669
2015,19.86669
2016,19.98248
2017,19.86669
2019,19.86669
2020,19.86669
2021,19.92459
2022,19.92459
2023,20.32998
2024,19.98248
2025,20.21408
2026,19.98248
2027,20.09826
2029,19.92459
2030,19.92459
2031,19.751
2032,20.32998
2033,20.32998
2034,20.21408
2035,20.39953
2036,20.21408
2037,20.21408
2039,20.09826
2040,20.32998
2041,20.21408
2042,20.21408
2043,20.21408
2044,20.32998
2045,20.32998
2046,20.09826
2047,20.32998
2049,20.32998
2050,20.32998
2051,20.39953
2052,20.32998
2053,20.39953
2054,20.32998
2055,20.32998
2056,20.39953
2057,20.21408
2058,20.21408
2059,20.46905
2060,20.46905
2061,20.39953
2063,20.39953
2064,20.39953
2065,20.60821
2066,20.39953
2067,20.39953
2068,20.39953
2069,20.46905
2071,20.39953
2072,20.46905
2073,20.60821
2074,20.32998
2075,20.67782
2076,20.39953
2078,20.53863
2079,20.46905
2080,20.46905
2081,20.46905
